dset1	HG00108	dset1/HG00108.bw
dset1	HG00120	dset1/HG00120.bw
dset1	HG00185	dset1/HG00185.bw
dset1	HG00231	dset1/HG00231.bw
dset1	HG00240	dset1/HG00240.bw
dset1	HG00275	dset1/HG00275.bw
dset1	HG00328	dset1/HG00328.bw
dset1	HG00339	dset1/HG00339.bw
dset2	NA07357	dset2/NA07357.bw
dset2	NA11843	dset2/NA11843.bw
dset2	NA12872	dset2/NA12872.bw
dset2	NA19129	dset2/NA19129.bw
dset2	NA19175	dset2/NA19175.bw
dset2	NA20516	dset2/NA20516.bw
dset2	NA20518	dset2/NA20518.bw
dset2	NA20521	dset2/NA20521.bw
